2018-04-04 00:00:00,6787.761666666666
2018-04-05 00:00:00,6826.509999999999
2018-04-06 00:00:00,6603.876666666667
2018-04-07 00:00:00,6927.688
2018-04-08 00:00:00,7017.656666666667
2018-04-09 00:00:00,6699.2733333333335
2018-04-10 00:00:00,6787.571666666667
2018-04-11 00:00:00,6926.266666666666
2018-04-12 00:00:00,7847.845
2018-04-13 00:00:00,7895.408333333333
2018-04-14 00:00:00,8036.511051408333
2018-04-15 00:00:00,8340.748333333333
2018-04-16 00:00:00,8043.803333333333
2018-04-17 00:00:00,7895.416925956
2018-04-18 00:00:00,8164.937425765001
2018-04-19 00:00:00,8254.625
2018-04-20 00:00:00,8852.718333333332
2018-04-21 00:00:00,8807.205
2018-04-22 00:00:00,8838.548333333334
2018-04-23 00:00:00,8933.861666666666
2018-04-24 00:00:00,9555.542
2018-04-25 00:00:00,8995.506666666666
2018-04-26 00:00:00,9258.398333333333
2018-04-27 00:00:00,9010.32
2018-04-28 00:00:00,9326.173333333334
2018-04-29 00:00:00,9334.281666666668
2018-04-30 00:00:00,9259.57
2018-05-01 00:00:00,9075.136666666667
2018-05-02 00:00:00,9221.426
2018-05-03 00:00:00,9639.268333333333
2018-05-04 00:00:00,9710.730000000001
2018-05-05 00:00:00,9803.306666666665
2018-05-06 00:00:00,9630.136276683334
2018-05-07 00:00:00,9345.689999999999
2018-05-08 00:00:00,9228.608333333334
2018-05-09 00:00:00,9322.041666666666
2018-05-10 00:00:00,9101.483333333334
2018-05-11 00:00:00,8468.788
2018-05-12 00:00:00,8484.346666666666
2018-05-13 00:00:00,8727.651666666667
2018-05-14 00:00:00,8652.038333333332
2018-05-15 00:00:00,8511.458
2018-05-16 00:00:00,8340.703333333333
2018-05-17 00:00:00,8106.118333333333
2018-05-18 00:00:00,8240.055
2018-05-19 00:00:00,8223.288333333334
2018-05-20 00:00:00,8507.406666666668
2018-05-21 00:00:00,8385.556186928334
2018-05-22 00:00:00,8015.580000000001
